id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,unit_cost,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
68553,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,42660,151443,3.55,0.12,,Hetero Unit III Hyderabad IN,Yes,3442,10533.01,expensive,187.33
31551,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,6000,16320,2.72,0.05,,"Cipla, Goa, India",Yes,638,654.72,reasonable,26.93
35444,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1764,10478.16,5.94,0.1,,ABBVIE Ludwigshafen Germany,Yes,209,2177.56,reasonable,12.96
14278,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,56000,133280,2.38,0.04,,"Aurobindo Unit III, India",Yes,2996,10612.93,expensive,287.35
3479,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,3510,80730,23,23,,"KHB Test Kit Facility, Shanghai China",Yes,2535,20083.74,expensive,158.23
69767,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,40400,248460,6.15,0.1,,"Cipla, Goa, India",Yes,3919,12704,expensive,486.98
81421,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,58423,410713.69,7.03,0.23,,"Cipla, Goa, India",Yes,4007,6639.33,expensive,885.5
32743,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2000,121640,60.82,0.51,,ABBVIE Ludwigshafen Germany,Yes,499,1467.82,reasonable,125.05
32358,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,29402,218456.86,7.43,0.12,,"Aurobindo Unit III, India",Yes,1577,1697.9,reasonable,470.99
719,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12,25000,9750,0.39,0.03,,Ipca Dadra/Nagar Haveli IN,Yes,1708,12830.91,expensive,19.11
16255,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7999,711911,89,0.89,,"Alere Medical Co., Ltd.",Yes,1378,14842.19,expensive,998.1
17815,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,7412,575912.4,77.7,0.78,,Inverness Japan,Yes,2097,15891.96,expensive,950.26
60112,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18216,40986,2.25,0.04,,"Aurobindo Unit III, India",Yes,1863,6757.18,expensive,42.13
82005,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,130828,316603.76,2.42,0.04,,"Aurobindo Unit III, India",Yes,6525,10984.82,expensive,682.6
35300,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,21000,30450,1.45,0.02,,Hetero Unit III Hyderabad IN,Yes,1516,11915.51,expensive,50.24
49540,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,625,781.25,1.25,0.04,,"Aurobindo Unit III, India",Yes,34,1191.93,reasonable,0.97
4283,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,180,1850.4,10.28,0.17,,ABBVIE Ludwigshafen Germany,Yes,31,910.86,reasonable,2.96
42912,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,2500,105000,42,0.06,,"Novartis Pharma Suffern, USA",Yes,1725,11954.71,expensive,147.21
32963,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5900,35046,5.94,0.1,,ABBVIE Ludwigshafen Germany,Yes,701,7008.1,expensive,43.35
65331,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,240,4800,20,0.67,,"Aurobindo Unit III, India",Yes,19,971.7,reasonable,5.94
77152,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,31579,135789.7,4.3,0.14,,Mylan (formerly Matrix) Nashik,Yes,2585,11617.57,expensive,292.76
72639,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,2068,55836,27,1.35,,Chembio Diagnostics Sys. Inc.,Yes,685,5557.27,expensive,120.38
28471,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2835,252315,89,0.89,,"Alere Medical Co., Ltd.",Yes,1352,31284.02,expensive,353.75
4303,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,3150,100800,32,1.6,,"Trinity Biotech, Plc",Yes,1080,15987.05,expensive,161.28
16848,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5900,472000,80,0.8,,"Alere Medical Co., Ltd.",Yes,2393,33029.82,expensive,485.22
32959,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"#109435**HIV, OraQuick Controls Kit, 3 Vials","HIV, OraQuick Controls Kit, 3 Vials",OraQuick,N/A,Test kit - Ancillary,3,10,250,25,8.33,,"Orasure Technologies, Inc USA",Yes,6,418.94,reasonable,0.49
28265,Burundi,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1560,124800,80,0.8,,"Alere Medical Co., Ltd.",Yes,676,14189.02,expensive,154.38
60109,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,3794,116931.08,30.82,0.1,,ABBVIE (Abbott) Logis. UK,Yes,3287,26515.21,expensive,120.21
4929,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,300,6000,20,0.8,,"Standard Diagnostics, Korea",Yes,94,1205.43,reasonable,11.76
70733,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,22430,41271.2,1.84,0.03,,"Micro labs, Verna, Goa, India",Yes,939,2040.93,reasonable,57.86
2305,Nigeria,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,25000,1260000,50.4,1.68,,"MSD, Haarlem, NL",Yes,2067,7933.38,expensive,2469.6
23076,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,450,14400,32,1.6,,"Trinity Biotech, Plc",Yes,165,2329.14,reasonable,17.81
69683,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,200000,20,0.8,,"Standard Diagnostics, Korea",Yes,3334,23623.43,expensive,330
28888,Mali,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, ImmunoComb II BiSpot EIA Kit, 36 Tests","HIV 1/2, ImmunoComb II BiSpot EIA Kit",ImmunoComb,N/A,Test kit,36,58,4930,85,2.36,,"Alere Medical Co., Ltd.",Yes,23,1148.65,reasonable,5.07
15999,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,36426,296143.38,8.13,0.14,,"Aurobindo Unit III, India",Yes,4609,17581.92,expensive,366.33
13581,Swaziland,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,377,30160,80,0.8,,Inverness Japan,Yes,172,4504.46,reasonable,49.76
14180,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,9500,304000,32,1.6,,"Trinity Biotech, Plc",Yes,2783,20621.1,expensive,312.51
23365,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,558,8174.7,14.65,0.49,,"Aurobindo Unit III, India",Yes,1297,23760.45,expensive,16.02
937,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5700,182400,32,1.6,,"Trinity Biotech, Plc",Yes,1906,23914.8,expensive,357.5
962,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10560,72864,6.9,0.12,,"Cipla, Goa, India",Yes,924,4225.93,reasonable,142.81
71323,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7238,644182,89,0.89,,"Alere Medical Co., Ltd.",Yes,1246,13336.64,expensive,1062.9
64615,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,579,3966.15,6.85,0.11,,ABBVIE Ludwigshafen Germany,Yes,103,1393.29,reasonable,4.08
42980,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,924,22638,24.5,24.5,,"KHB Test Kit Facility, Shanghai China",Yes,656,6488.44,expensive,31.74
28181,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,356876,867208.68,2.43,0.04,,"Strides, Bangalore, India.",Yes,16391,20258.29,expensive,1430.89
14811,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,4068,99666,24.5,24.5,,"KHB Test Kit Facility, Shanghai China",Yes,2712,37680.04,expensive,102.46
2685,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60784,1018132,16.75,0.56,,"Aurobindo Unit III, India",Yes,11179,49824.57,expensive,
40779,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,8898,711840,80,0.8,,"Alere Medical Co., Ltd.",Yes,3611,24079.79,expensive,731.77
53226,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,200000,20,0.8,,"Standard Diagnostics, Korea",Yes,3334,23489.63,expensive,330
17861,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19920,114340.8,5.74,0.1,,"Cipla, Goa, India",Yes,1936,5314.56,expensive,246.52
66371,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,37012,300907.56,8.13,0.14,,"Aurobindo Unit III, India",Yes,4699,17907.7,expensive,372.22
10477,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,150,10800,72,0.72,,Inverness Japan,Yes,47,2681.23,reasonable,21.17
3839,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,180,12600,70,0.7,,Inverness Japan,Yes,43,2760.11,reasonable,24.7
914,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ANTM,Malaria,IDA FOUNDATION,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,140,2731.4,19.51,0.2,,Gland Pharma Ltd Pally Factory,Yes,5209,25405.22,expensive,5.35
50314,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,82500,565950,6.86,0.23,,"Cipla, Goa, India",Yes,5624,7378.63,expensive,933.82
2506,Nigeria,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2040,83844,41.1,0.34,,ABBVIE Ludwigshafen Germany,Yes,309,3777.93,reasonable,164.33
73145,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Generic,300/150/300mg,Tablet - FDC,60,4448,133440,30,0.5,,Mylan (formerly Matrix) Nashik,Yes,693,5066.44,expensive,287.7
40821,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,12600,57960,4.6,0.15,,"Cipla, Kurkumbh, India",Yes,1278,15106.61,expensive,71.7
9487,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,463,64357,139,1.39,,"Trinity Biotech, Plc",Yes,450,4360.83,reasonable,102.97
64319,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2835,252315,89,0.89,,"Alere Medical Co., Ltd.",Yes,1352,30726.22,expensive,353.75
52837,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4657,414473,89,0.89,,"Alere Medical Co., Ltd.",Yes,2307,21672.24,expensive,487.83
66585,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3056,271984,89,0.89,,"Alere Medical Co., Ltd.",Yes,1248,13325.5,expensive,336.44
41431,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,990,5445,5.5,0.09,,Hetero Unit III Hyderabad IN,Yes,69,694.54,reasonable,5.6
59189,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7063,16244.9,2.3,0.04,,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,412,1769.68,reasonable,20.09
68680,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17188,180474,10.5,0.35,,Hetero Unit III Hyderabad IN,Yes,2388,3790.32,reasonable,185.53
55522,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,27910,59169.2,2.12,0.01,,"Aurobindo Unit III, India",Yes,10346,3961.7,reasonable,97.63
72719,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests","HIV 1/2, Genie III Kit",Genie,N/A,Test kit,50,500,45500,91,1.82,,Bio-Rad Laboratories,Yes,284,32609.44,expensive,63.79
32189,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17760,177600,10,0.33,,Hetero Unit III Hyderabad IN,Yes,2523,4784.19,reasonable,209.04
72445,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests","HIV 1/2, Genie III Kit",Genie,N/A,Test kit,50,300,27300,91,1.82,,Bio-Rad Laboratories,Yes,728,6879.32,expensive,38.27
65291,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,167,5344,32,1.6,,"Trinity Biotech, Plc",Yes,60,911.32,reasonable,7.49
72424,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,92000,216200,2.35,0.08,,"Aurobindo Unit III, India",Yes,5184,9592.95,expensive,466.13
20883,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,1520,30400,20,0.8,,"Standard Diagnostics, Korea",Yes,507,4329.08,reasonable,50.16
16104,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,2225,44500,20,0.67,,"Aurobindo Unit III, India",Yes,174,2052.97,reasonable,73.42
41916,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,48866,220385.66,4.51,0.15,,"Aurobindo Unit III, India",Yes,4154,9951.37,expensive,363.64
74609,Kenya,PMO - US,Direct Drop,CIP,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1,89,89,0.89,,"Alere Medical Co., Ltd.",Yes,1476,91.66,reasonable,0.12
16053,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,14011,25920.35,1.85,0.03,,Hetero Unit III Hyderabad IN,Yes,1953,3658.08,reasonable,32.06
45160,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,176,5632,32,1.6,,"Trinity Biotech, Plc",Yes,71,1743.35,reasonable,7.9
